Country_name,Life_Ladder,Log_GDP_per_capita,Social_support,Healthy_life_expectancy_at_birth,Freedom_to_make_life_choices,Generosity,Perceptions_of_corruption,Positive_affect,Negative_affect,Year_bin
Iraq,low,medium,very_low,low,very_low,high,low,very_low,very_high,2015
Iraq,very_low,medium,very_low,low,low,medium,medium,very_low,very_high,2015
Iraq,low,medium,very_low,low,low,medium,low,very_low,very_high,2015
Iraq,low,medium,low,low,very_low,low,high,very_low,very_high,2015
Iraq,low,low,very_low,low,low,medium,high,low,very_high,2020
Ireland,very_high,very_high,very_high,very_high,very_high,very_high,very_low,very_high,low,2005
Ireland,very_high,very_high,very_high,very_high,very_high,very_high,very_low,very_high,very_low,2005
Ireland,very_high,very_high,very_high,very_high,high,very_high,very_low,very_high,low,2005
Ireland,very_high,very_high,very_high,very_high,high,very_high,very_low,very_high,low,2010
Ireland,very_high,very_high,very_high,very_high,very_high,very_high,very_low,very_high,very_low,2010
Ireland,very_high,very_high,very_high,very_high,very_high,very_high,very_low,very_high,low,2010
Ireland,very_high,very_high,very_high,very_high,very_high,very_high,very_low,high,medium,2010
Ireland,very_high,very_high,very_high,very_high,very_high,very_high,very_low,high,low,2010
Ireland,very_high,very_high,very_high,very_high,very_high,very_high,very_low,high,low,2015
Ireland,very_high,very_high,very_high,very_high,high,very_high,very_low,high,low,2015
Ireland,very_high,very_high,very_high,very_high,very_high,very_high,very_low,very_high,low,2015
Ireland,very_high,very_high,very_high,very_high,high,very_high,very_low,high,low,2015
Ireland,very_high,very_high,very_high,very_high,very_high,high,very_low,high,low,2015
Ireland,very_high,very_high,very_high,very_high,very_high,high,very_low,high,medium,2020
Israel,very_high,high,very_high,very_high,high,,very_high,medium,high,2005
Israel,very_high,high,medium,very_high,low,very_high,high,medium,high,2005
Israel,very_high,high,medium,very_high,low,very_high,very_high,medium,very_high,2005
Israel,very_high,high,very_high,very_high,very_low,very_high,very_high,medium,high,2005
Israel,very_high,high,high,very_high,very_low,very_high,very_high,low,very_high,2010
Israel,very_high,high,high,very_high,medium,very_high,very_high,medium,very_high,2010
Israel,very_high,high,high,very_high,low,very_high,high,low,high,2010
Israel,very_high,high,high,very_high,medium,very_high,high,medium,very_high,2010
Israel,very_high,high,high,very_high,low,high,medium,very_low,medium,2010
Israel,very_high,high,medium,very_high,medium,high,medium,medium,medium,2015
Israel,very_high,very_high,high,very_high,medium,very_high,medium,low,medium,2015
Israel,very_high,very_high,high,very_high,medium,very_high,medium,low,medium,2015
Israel,very_high,very_high,high,very_high,medium,high,medium,low,high,2015
Israel,very_high,very_high,very_high,very_high,high,high,low,low,medium,2015
Israel,very_high,high,very_high,very_high,high,medium,low,low,medium,2020
Italy,very_high,very_high,very_high,very_high,high,,very_high,low,high,2005
Italy,very_high,very_high,high,very_high,low,high,very_high,medium,high,2005
Italy,very_high,very_high,high,very_high,very_low,high,very_high,low,medium,2005
Italy,high,very_high,high,very_high,low,very_high,high,high,medium,2005
Italy,high,very_high,high,very_high,medium,low,very_high,very_low,low,2010
Italy,high,very_high,high,very_high,very_low,medium,very_high,low,medium,2010
Italy,high,very_high,high,very_high,very_low,high,very_high,low,very_high,2010
Italy,high,very_high,high,very_high,very_low,low,very_high,high,very_high,2010
Italy,high,very_high,high,very_high,very_low,low,very_high,medium,very_high,2010
Italy,high,very_high,high,very_high,very_low,low,very_high,medium,high,2015
Italy,high,very_high,very_high,very_high,very_low,low,very_high,low,very_high,2015
Italy,high,very_high,very_high,very_high,low,medium,high,low,high,2015
Italy,very_high,very_high,high,very_high,low,medium,high,low,very_high,2015
Italy,high,very_high,medium,very_high,low,low,high,low,high,2015
Italy,high,very_high,high,very_high,low,very_low,high,low,high,2020
Ivory Coast,very_low,low,very_low,very_low,medium,very_low,very_high,very_low,very_low,2005
Ivory Coast,very_low,low,very_low,very_low,medium,medium,low,medium,high,2010
Ivory Coast,very_low,low,very_low,very_low,medium,low,low,low,high,2010
Ivory Coast,very_low,low,very_low,very_low,high,medium,low,low,very_high,2015
Ivory Coast,low,low,very_low,very_low,medium,medium,low,medium,very_high,2015
Ivory Coast,low,low,very_low,very_low,medium,low,medium,medium,very_high,2015
Ivory Coast,medium,low,very_low,very_low,low,medium,medium,low,very_high,2015
Ivory Coast,medium,low,very_low,very_low,medium,medium,medium,low,very_high,2015
Ivory Coast,medium,low,very_low,very_low,medium,high,medium,medium,very_high,2020
Jamaica,high,medium,high,medium,medium,medium,very_high,high,low,2005
Jamaica,medium,low,medium,medium,medium,low,very_high,very_high,low,2010
Jamaica,medium,low,medium,high,medium,medium,very_high,medium,high,2010
Jamaica,medium,low,high,high,high,medium,high,medium,high,2010
Jamaica,high,low,high,high,high,low,high,high,medium,2015
Jamaica,high,low,high,high,very_high,very_low,high,medium,very_low,2015
Japan,very_high,high,very_high,very_high,high,,low,medium,very_low,2005
Japan,high,very_high,very_high,very_high,medium,low,medium,medium,low,2005
Japan,high,very_high,high,very_high,medium,low,medium,high,very_low,2005
Japan,high,high,high,very_high,medium,very_low,low,high,very_low,2005
Japan,high,high,high,very_high,medium,very_low,medium,very_high,very_low,2010
Japan,high,high,very_high,very_high,high,medium,low,high,very_low,2010
Japan,high,very_high,high,very_high,medium,,low,high,very_low,2010
Japan,high,very_high,very_high,very_high,high,very_low,very_low,high,very_low,2010
Japan,high,very_high,high,very_high,high,very_low,very_low,medium,very_low,2010
Japan,high,very_high,very_high,very_high,high,very_low,low,high,very_low,2015
Japan,high,very_high,high,very_high,high,low,low,high,very_low,2015
Japan,high,very_high,high,very_high,high,very_low,low,medium,very_low,2015
Japan,high,very_high,high,very_high,medium,very_low,low,medium,very_low,2015
Japan,high,very_high,high,very_high,high,very_low,very_low,medium,very_low,2015
Japan,high,very_high,high,very_high,high,very_low,very_low,medium,very_low,2020
Jordan,high,medium,very_high,low,,,low,medium,medium,2005
Jordan,medium,medium,medium,medium,low,low,low,low,medium,2005
Jordan,low,medium,low,medium,,low,low,low,high,2005
Jordan,high,medium,high,medium,medium,low,low,low,medium,2005
Jordan,medium,medium,very_high,medium,medium,medium,,low,very_high,2010
Jordan,medium,medium,high,medium,medium,very_low,,low,medium,2010
Jordan,medium,medium,medium,medium,low,very_low,,very_low,very_high,2010
Jordan,medium,medium,medium,medium,low,low,,low,high,2010
Jordan,medium,medium,medium,medium,medium,low,,low,high,2010
Jordan,medium,low,medium,medium,medium,medium,,medium,high,2015
Jordan,medium,low,medium,high,medium,medium,,low,high,2015
Jordan,low,low,medium,high,medium,very_low,,low,very_high,2015
Jordan,low,low,low,high,medium,very_low,,,,2015
Jordan,very_low,low,low,high,medium,very_low,,,,2015
Jordan,very_low,low,very_low,high,medium,very_low,,,,2020
Kazakhstan,medium,high,high,low,medium,very_low,high,low,very_low,2005
Kazakhstan,medium,high,medium,low,high,very_low,high,low,very_low,2005
Kazakhstan,high,high,medium,low,medium,very_low,very_high,low,very_low,2005
Kazakhstan,medium,high,high,low,high,very_low,high,low,very_low,2005
Kazakhstan,medium,high,high,low,medium,very_low,medium,medium,very_low,2010
Kazakhstan,medium,high,high,low,high,very_low,medium,medium,very_low,2010
Kazakhstan,medium,high,high,low,high,very_low,high,medium,very_low,2010
Kazakhstan,high,high,high,low,medium,very_low,medium,low,very_low,2010
Kazakhstan,high,high,low,low,high,medium,medium,medium,very_low,2010
Kazakhstan,high,high,very_high,low,medium,medium,low,medium,very_low,2015
Kazakhstan,medium,high,very_high,low,medium,medium,low,medium,very_low,2015
Kazakhstan,high,high,high,medium,medium,medium,low,high,very_low,2015
Kazakhstan,high,high,very_high,medium,high,low,medium,medium,very_low,2015
Kazakhstan,high,high,very_high,medium,high,medium,low,high,very_low,2015
Kazakhstan,high,high,very_high,medium,high,medium,low,low,very_low,2020
Kenya,very_low,very_low,high,very_low,very_low,medium,high,medium,low,2005
Kenya,low,very_low,medium,very_low,medium,high,medium,medium,very_low,2005
Kenya,very_low,very_low,medium,very_low,very_low,medium,very_high,high,very_low,2005
Kenya,very_low,very_low,low,very_low,very_low,high,very_high,high,very_low,2005
Kenya,very_low,very_low,low,very_low,low,high,very_high,very_high,very_low,2010
Kenya,very_low,very_low,medium,very_low,low,high,very_high,high,low,2010
Kenya,low,very_low,medium,low,low,high,very_high,medium,very_low,2010
Kenya,very_low,very_low,medium,low,low,very_high,high,high,very_low,2010
Kenya,low,low,low,low,high,very_high,high,high,low,2010
Kenya,very_low,low,low,low,medium,very_high,high,medium,very_low,2015
Kenya,very_low,low,very_low,low,medium,very_high,medium,medium,low,2015
Kenya,low,low,very_low,low,high,very_high,high,high,low,2015
Kenya,low,low,very_low,low,high,very_high,high,high,low,2015
Kenya,low,low,very_low,low,high,very_high,medium,medium,medium,2015
Kenya,low,low,very_low,low,low,very_high,high,medium,high,2020
Kosovo,medium,low,medium,,very_low,very_high,very_high,low,low,2005
Kosovo,medium,low,high,,,high,high,,high,2005
Kosovo,high,low,medium,,very_low,very_high,very_high,very_low,very_low,2005
Kosovo,medium,low,very_low,,very_low,very_high,very_high,medium,very_low,2010
Kosovo,low,low,low,,very_low,medium,very_high,medium,very_low,2010
Kosovo,medium,low,low,,low,high,very_high,very_low,very_low,2010
Kosovo,high,low,very_low,,very_low,high,very_high,medium,low,2010
Kosovo,low,low,very_low,,very_low,medium,medium,low,low,2010
Kosovo,low,low,low,,very_low,very_high,high,medium,very_low,2015
Kosovo,medium,medium,medium,,high,very_high,very_high,medium,very_low,2015
Kosovo,high,medium,low,,high,high,very_high,medium,very_low,2015
Kosovo,high,medium,medium,,very_high,very_high,very_high,high,very_low,2015
Kosovo,high,medium,medium,,high,very_high,very_high,medium,very_low,2015
Kosovo,high,,low,,very_high,,very_high,medium,low,2020
Kuwait,high,very_high,very_high,medium,medium,very_low,very_low,very_high,very_low,2005
Kuwait,very_high,very_high,very_high,medium,high,medium,low,medium,medium,2005
Kuwait,very_high,very_high,high,medium,low,medium,very_low,medium,low,2010
Kuwait,high,very_high,high,medium,medium,,very_low,high,very_low,2010
Kuwait,high,very_high,high,medium,very_high,,,very_high,very_low,2010
Kuwait,high,very_high,medium,medium,medium,,,medium,high,2010
Kuwait,high,very_high,,medium,,,,,,2010
Kuwait,high,very_high,medium,medium,high,high,,medium,high,2015
Kuwait,high,very_high,medium,medium,high,low,,medium,high,2015
Kuwait,high,very_high,medium,high,very_high,medium,,medium,high,2015
Kuwait,high,very_high,medium,high,high,low,,medium,high,2015
Kyrgyzstan,low,very_low,medium,low,low,very_low,high,low,very_low,2005
Kyrgyzstan,low,low,medium,low,low,low,very_high,low,very_low,2005
Kyrgyzstan,low,low,low,low,low,low,very_high,low,very_low,2005
Kyrgyzstan,low,low,medium,low,low,very_low,very_high,low,very_low,2005
Kyrgyzstan,low,low,high,low,low,low,very_high,low,very_low,2010
Kyrgyzstan,low,low,high,low,medium,very_low,very_high,low,very_low,2010
Kyrgyzstan,medium,low,medium,low,low,low,very_high,medium,very_low,2010
Kyrgyzstan,medium,low,medium,low,medium,low,very_high,medium,very_low,2010
Kyrgyzstan,medium,low,high,low,medium,very_high,very_high,medium,very_low,2010
Kyrgyzstan,low,low,medium,low,high,very_high,high,high,very_low,2015
Kyrgyzstan,low,low,high,low,high,high,very_high,high,very_low,2015
Kyrgyzstan,medium,low,high,medium,high,very_high,high,medium,very_low,2015
Kyrgyzstan,medium,low,high,medium,very_high,very_high,very_high,high,low,2015
Kyrgyzstan,medium,low,high,medium,very_high,medium,high,high,low,2015
Kyrgyzstan,high,low,high,medium,very_high,high,very_high,high,medium,2020
Laos,low,low,low,very_low,very_high,very_high,low,very_high,very_low,2005
Laos,medium,low,low,very_low,high,very_high,very_low,very_high,very_low,2005
Laos,low,low,low,very_low,very_high,very_high,very_low,very_high,low,2005
Laos,low,low,very_low,very_low,very_high,very_high,very_low,very_high,low,2010
Laos,low,low,very_low,low,,very_high,,very_high,very_high,2010
Laos,low,low,very_low,low,very_high,high,very_low,very_high,very_high,2015
Laos,low,low,very_low,low,very_high,very_high,very_low,very_high,high,2015
Laos,medium,low,low,low,very_high,high,very_low,very_high,high,2015
Laos,medium,low,very_low,low,very_high,very_high,low,very_high,very_high,2020
Latvia,low,high,high,low,low,very_low,very_high,low,low,2005
Latvia,low,high,medium,medium,low,very_low,very_high,low,medium,2005
Latvia,medium,high,medium,medium,low,very_low,very_high,low,low,2005
Latvia,low,high,low,medium,very_low,very_low,very_high,very_low,medium,2005
Latvia,low,high,medium,medium,very_low,medium,very_high,very_low,low,2010
Latvia,medium,high,medium,medium,very_low,medium,very_high,very_low,low,2010
Latvia,low,high,medium,medium,low,low,high,low,low,2010
Latvia,medium,high,high,medium,low,medium,medium,low,low,2010
Latvia,high,high,high,medium,low,low,medium,low,low,2015
Latvia,high,high,very_high,medium,low,very_low,high,low,low,2015
Latvia,high,high,high,high,low,very_low,medium,low,low,2015
Latvia,high,high,high,high,very_low,very_low,medium,very_low,very_low,2015
Latvia,high,high,very_high,high,low,very_low,medium,very_low,low,2015
Latvia,high,high,very_high,high,high,low,medium,medium,low,2020
Lebanon,medium,medium,low,medium,low,,very_high,very_low,high,2005
Lebanon,low,medium,medium,medium,low,high,very_high,very_low,high,2005
Lebanon,low,medium,very_low,medium,very_low,high,very_high,very_low,very_high,2005
Lebanon,medium,high,low,medium,low,high,very_high,very_low,very_high,2005
Lebanon,low,high,very_low,medium,low,high,very_high,very_low,very_high,2010
Lebanon,medium,high,low,medium,low,medium,very_high,very_low,high,2010
Lebanon,low,high,very_low,medium,very_low,medium,high,very_low,very_high,2010
Lebanon,low,medium,very_low,medium,low,medium,very_high,very_low,very_high,2010
Lebanon,medium,medium,low,medium,low,medium,very_high,very_low,medium,2010
Lebanon,medium,medium,low,medium,very_low,high,high,very_low,medium,2015
Lebanon,medium,medium,medium,medium,low,high,high,very_low,medium,2015
Lebanon,medium,medium,low,high,very_low,low,very_high,very_low,medium,2015
Lebanon,medium,medium,medium,high,very_low,low,very_high,very_low,medium,2015
Lebanon,very_low,medium,medium,high,very_low,low,high,very_low,very_high,2015
Lesotho,low,very_low,medium,very_low,very_low,low,medium,high,very_low,2010
Lesotho,very_low,very_low,low,very_low,medium,low,low,medium,medium,2015
Lesotho,very_low,very_low,low,very_low,medium,very_low,medium,medium,medium,2015
Lesotho,very_low,very_low,low,very_low,low,low,very_high,medium,medium,2015
Liberia,very_low,very_low,very_low,very_low,medium,high,medium,low,very_high,2005
Liberia,very_low,very_low,very_low,very_low,medium,medium,high,very_low,medium,2005
Liberia,very_low,very_low,medium,very_low,high,medium,medium,very_low,low,2010
Liberia,low,very_low,very_low,very_low,very_low,medium,high,very_low,very_high,2010
Liberia,very_low,very_low,very_low,very_low,low,low,very_high,very_low,very_high,2015
Liberia,very_low,very_low,very_low,very_low,medium,high,very_high,low,very_high,2015
Liberia,very_low,very_low,very_low,very_low,medium,medium,high,low,very_high,2015
Liberia,very_low,very_low,low,very_low,medium,high,high,low,very_high,2015
Liberia,medium,very_low,very_low,low,low,high,medium,low,very_high,2015
Libya,medium,high,medium,low,low,medium,medium,medium,high,2010
Libya,medium,medium,medium,low,medium,medium,,medium,very_high,2015
Libya,medium,medium,high,low,high,low,,medium,very_high,2015
Libya,medium,medium,medium,low,medium,medium,low,medium,very_high,2015
Libya,medium,medium,medium,low,medium,low,very_low,medium,very_high,2015
Libya,medium,medium,medium,low,medium,low,low,medium,very_high,2015
Lithuania,high,high,very_high,low,very_low,very_low,very_high,low,medium,2005
Lithuania,high,high,very_high,low,very_low,very_low,very_high,very_low,medium,2005
Lithuania,medium,high,high,medium,very_low,very_low,very_high,very_low,medium,2005
Lithuania,medium,high,very_high,medium,very_low,very_low,very_high,very_low,medium,2005
Lithuania,low,high,high,medium,very_low,very_low,very_high,very_low,medium,2010
Lithuania,medium,high,high,medium,very_low,very_low,very_high,very_low,medium,2010
Lithuania,high,high,very_high,medium,very_low,very_low,very_high,very_low,medium,2010
Lithuania,medium,high,high,medium,very_low,very_low,very_high,very_low,high,2010
Lithuania,high,high,high,medium,very_low,very_low,very_high,low,high,2010
Lithuania,medium,high,very_high,medium,low,very_low,very_high,very_low,medium,2015
Lithuania,high,high,very_high,medium,very_low,very_low,very_high,very_low,medium,2015
Lithuania,high,high,very_high,high,medium,very_low,medium,low,very_low,2015
Lithuania,high,high,very_high,high,low,very_low,high,very_low,low,2015
Lithuania,high,high,very_high,high,medium,very_low,medium,very_low,medium,2015
Lithuania,high,high,very_high,high,high,low,medium,low,low,2020
Luxembourg,very_high,very_high,very_high,very_high,very_high,very_high,very_low,high,medium,2005
Luxembourg,very_high,very_high,very_high,very_high,very_high,high,very_low,high,low,2010
Luxembourg,very_high,very_high,very_high,very_high,very_high,high,very_low,very_high,low,2010
Luxembourg,very_high,very_high,high,very_high,very_high,high,very_low,high,low,2010
Luxembourg,very_high,very_high,very_high,very_high,medium,medium,very_low,low,very_low,2010
Luxembourg,very_high,very_high,high,very_high,very_high,high,very_low,high,very_low,2010
Luxembourg,very_high,very_high,very_high,very_high,very_high,high,very_low,high,very_low,2015
Luxembourg,very_high,very_high,very_high,very_high,very_high,high,very_low,high,very_low,2015
Luxembourg,very_high,very_high,high,very_high,very_high,high,very_low,high,very_low,2015
Luxembourg,very_high,very_high,high,very_high,very_high,medium,very_low,medium,low,2015
Luxembourg,very_high,very_high,high,very_high,very_high,medium,very_low,high,low,2015
Madagascar,very_low,very_low,very_low,very_low,,medium,,medium,very_low,2005
Madagascar,low,very_low,low,very_low,very_low,low,medium,low,low,2005
Madagascar,very_low,very_low,medium,very_low,very_low,low,very_high,very_low,low,2010
Madagascar,very_low,very_low,very_low,low,very_low,medium,high,medium,very_low,2010
Madagascar,very_low,very_low,very_low,low,very_low,medium,high,medium,medium,2010
Madagascar,very_low,very_low,very_low,low,very_low,medium,medium,medium,very_low,2010
Madagascar,very_low,very_low,very_low,low,very_low,medium,high,high,low,2015
Madagascar,very_low,very_low,low,low,very_low,low,high,high,low,2015
Madagascar,very_low,very_low,very_low,low,very_low,medium,high,medium,very_high,2015
Madagascar,very_low,very_low,very_low,low,very_low,medium,high,medium,very_high,2015
Madagascar,very_low,very_low,very_low,low,very_low,medium,low,medium,high,2015
Malawi,very_low,very_low,very_low,very_low,medium,very_high,low,low,low,2005
Malawi,low,very_low,very_low,very_low,very_high,very_high,low,medium,very_low,2005
Malawi,medium,very_low,very_low,very_low,very_high,very_high,low,high,very_low,2005
Malawi,very_low,very_low,very_low,very_low,medium,high,high,medium,medium,2010
Malawi,very_low,very_low,very_low,very_low,low,very_high,high,very_high,low,2010
Malawi,very_low,very_low,very_low,very_low,medium,high,high,high,medium,2010
Malawi,low,very_low,very_low,very_low,medium,high,medium,medium,medium,2010
Malawi,very_low,very_low,very_low,very_low,high,high,high,low,medium,2015
Malawi,very_low,very_low,very_low,very_low,high,high,medium,very_low,high,2015
Malawi,very_low,very_low,very_low,low,high,high,low,low,high,2015
Malawi,very_low,very_low,very_low,low,high,high,medium,very_low,very_high,2015
Malawi,very_low,very_low,very_low,low,medium,medium,low,very_low,very_high,2015
Malaysia,high,high,medium,medium,high,very_high,low,medium,medium,2005
Malaysia,high,high,high,medium,high,high,medium,high,very_low,2005
Malaysia,high,high,low,medium,medium,high,high,high,very_low,2005
Malaysia,medium,high,low,medium,high,medium,high,very_high,very_low,2005
Malaysia,medium,high,medium,medium,medium,high,high,very_high,very_low,2010
Malaysia,high,high,low,medium,high,medium,high,very_high,very_low,2010
Malaysia,high,high,medium,medium,high,high,high,very_high,very_low,2010
Malaysia,high,high,medium,medium,medium,very_high,low,medium,high,2010
Malaysia,high,high,medium,medium,high,very_high,high,high,medium,2010
Malaysia,high,high,medium,high,low,very_high,high,high,high,2015
Malaysia,medium,high,low,high,high,very_high,very_high,very_high,low,2015
Malaysia,medium,high,medium,high,very_high,high,medium,very_high,very_low,2015
Maldives,medium,high,high,very_high,high,high,,,,2015
Mali,very_low,very_low,low,very_low,very_low,low,low,high,low,2005
Mali,very_low,very_low,low,very_low,very_low,medium,very_high,low,very_low,2005
Mali,very_low,very_low,low,very_low,low,medium,medium,high,very_low,2005
Mali,very_low,very_low,low,very_low,medium,medium,medium,high,very_low,2010
Mali,low,very_low,low,very_low,high,low,low,high,very_low,2010
Mali,very_low,very_low,medium,very_low,low,low,medium,low,very_low,2010
Mali,very_low,very_low,medium,very_low,low,medium,low,medium,very_low,2010
Mali,very_low,very_low,medium,very_low,low,medium,low,medium,very_low,2010
Mali,low,very_low,medium,very_low,low,low,medium,medium,medium,2015
Mali,very_low,very_low,medium,very_low,low,low,high,high,high,2015
Mali,low,very_low,low,very_low,medium,low,high,medium,very_high,2015
Mali,very_low,very_low,very_low,very_low,medium,medium,medium,high,very_high,2015
Mali,low,very_low,low,very_low,low,medium,high,medium,very_high,2015
Malta,high,high,high,very_high,high,very_high,,medium,very_high,2005
Malta,high,high,high,very_high,high,very_high,,medium,very_high,2010
Malta,high,high,very_high,very_high,very_high,very_high,,medium,very_high,2010
Malta,high,high,very_high,very_high,high,very_high,,medium,very_high,2010
Malta,high,high,very_high,very_high,very_high,very_high,,low,very_high,2010
Malta,high,high,very_high,very_high,very_high,very_high,low,low,very_high,2010
Malta,very_high,very_high,very_high,very_high,very_high,very_high,low,low,very_high,2015
Malta,very_high,very_high,very_high,very_high,very_high,very_high,low,medium,very_high,2015
Malta,very_high,very_high,very_high,very_high,very_high,very_high,low,medium,high,2015
Malta,very_high,very_high,very_high,very_high,very_high,very_high,very_low,medium,high,2015
Malta,very_high,very_high,very_high,very_high,very_high,high,low,medium,very_high,2015
Malta,high,,very_high,very_high,very_high,,low,very_low,very_high,2020
Mauritania,very_low,low,very_low,very_low,very_low,low,very_low,medium,very_low,2005
Mauritania,very_low,low,very_low,very_low,very_low,medium,high,medium,very_low,2005
Mauritania,low,low,medium,very_low,medium,high,high,medium,very_low,2005
Mauritania,low,low,medium,very_low,low,high,low,high,very_low,2010
Mauritania,low,low,low,very_low,very_low,high,low,high,very_low,2010
Mauritania,low,low,low,very_low,very_low,medium,low,high,very_low,2010
Mauritania,very_low,low,low,very_low,very_low,low,low,high,low,2010
Mauritania,low,low,medium,very_low,very_low,medium,very_low,medium,very_low,2010
Mauritania,very_low,low,high,very_low,very_low,high,low,very_high,very_low,2015
Mauritania,low,low,low,very_low,very_low,very_low,high,medium,low,2015
Mauritania,low,low,low,low,very_low,very_low,medium,low,medium,2015
Mauritania,very_low,low,low,low,very_low,low,low,low,medium,2015
Mauritania,very_low,low,low,low,low,low,low,medium,medium,2015
Mauritius,medium,medium,low,medium,high,very_high,high,medium,medium,2010
Mauritius,medium,high,low,medium,high,very_high,high,high,low,2010
Mauritius,medium,high,medium,medium,high,very_high,very_high,high,medium,2015
Mauritius,high,high,high,medium,very_high,high,medium,medium,very_low,2015
Mauritius,high,high,high,high,high,low,medium,high,very_low,2015
Mauritius,high,high,high,high,very_high,medium,medium,high,very_low,2015
Mauritius,high,high,high,high,high,medium,medium,high,very_low,2020
Mexico,very_high,medium,high,medium,high,,low,very_high,low,2005
Mexico,very_high,high,high,medium,low,low,low,very_high,medium,2005
Mexico,very_high,high,high,medium,low,low,medium,very_high,low,2005
Mexico,very_high,medium,medium,high,low,low,low,very_high,low,2005
Mexico,very_high,medium,high,high,medium,medium,low,very_high,low,2010
Mexico,very_high,high,medium,high,high,low,low,high,low,2010
Mexico,very_high,high,low,high,medium,low,very_low,high,medium,2010
Mexico,very_high,high,low,high,medium,very_low,very_low,high,low,2010
Mexico,very_high,high,low,high,medium,low,very_low,high,low,2010
Mexico,high,high,low,high,low,very_low,low,medium,low,2015
Mexico,very_high,high,high,high,medium,very_low,medium,very_high,low,2015
Mexico,high,high,low,high,high,very_low,medium,very_high,low,2015
Mexico,very_high,high,medium,high,high,very_low,medium,very_high,low,2015
Mexico,high,high,medium,high,very_high,very_low,medium,very_high,medium,2015
Mexico,high,medium,low,high,high,low,medium,high,high,2020
Moldova,medium,low,medium,low,very_low,very_low,very_high,low,medium,2005
Moldova,low,low,low,low,low,very_low,very_high,very_low,high,2005
Moldova,medium,low,high,low,low,medium,very_high,very_low,high,2005
Moldova,medium,low,medium,low,very_low,low,very_high,very_low,high,2005
Moldova,medium,low,medium,low,very_low,low,very_high,very_low,medium,2010
Moldova,high,low,high,low,low,low,very_high,very_low,high,2010
Moldova,high,low,medium,low,very_low,medium,very_high,very_low,high,2010
Moldova,medium,low,low,low,low,low,very_high,very_low,medium,2010
Moldova,high,medium,low,low,very_low,low,very_high,very_low,medium,2010
Moldova,high,medium,medium,low,very_low,low,very_high,very_low,high,2015
Moldova,medium,medium,medium,medium,very_low,medium,very_high,low,medium,2015
Moldova,medium,medium,medium,medium,very_low,medium,very_high,very_low,medium,2015
Moldova,medium,medium,high,medium,high,low,very_high,very_low,medium,2015
Moldova,high,medium,medium,medium,medium,low,high,low,medium,2015
Moldova,high,medium,high,high,high,medium,very_high,medium,medium,2020
Mongolia,low,low,high,low,medium,high,very_high,very_low,low,2005
Mongolia,low,low,very_high,low,very_low,high,very_high,very_low,very_low,2005
Mongolia,low,low,high,low,low,high,very_high,medium,very_low,2010
Mongolia,low,low,very_high,low,low,very_high,very_high,medium,very_low,2010
Mongolia,low,low,very_high,low,low,high,very_high,medium,very_low,2010
Mongolia,low,medium,very_high,low,medium,very_high,very_high,low,very_low,2010
Mongolia,low,medium,very_high,low,medium,very_high,very_high,low,very_low,2010
Mongolia,low,medium,high,low,low,very_high,very_high,low,low,2015
Mongolia,low,medium,very_high,low,medium,high,very_high,medium,very_low,2015
Mongolia,medium,medium,very_high,low,low,high,high,low,low,2015
Mongolia,medium,medium,very_high,low,low,high,high,low,very_low,2015
Mongolia,medium,medium,very_high,low,low,very_high,high,medium,very_low,2015
Mongolia,high,medium,very_high,low,low,very_high,high,low,medium,2020
Montenegro,medium,medium,medium,medium,very_low,low,medium,very_low,very_high,2005
Montenegro,low,medium,medium,high,very_low,low,high,low,very_high,2005
Montenegro,medium,medium,low,high,very_low,very_low,low,very_low,very_high,2010
Montenegro,medium,medium,medium,high,very_low,very_low,low,very_low,very_high,2010
Montenegro,medium,medium,very_low,high,very_low,very_low,low,very_low,very_high,2010
Montenegro,low,medium,low,high,very_low,very_low,low,very_low,high,2010
Montenegro,medium,medium,medium,high,very_low,high,medium,very_low,very_high,2010
Montenegro,medium,high,low,high,very_low,very_low,medium,very_low,very_high,2015
Montenegro,medium,high,medium,high,very_low,low,high,very_low,very_high,2015
Montenegro,medium,high,high,high,low,low,low,very_low,very_high,2015
Montenegro,medium,high,medium,high,low,medium,medium,very_low,very_high,2015
Montenegro,medium,high,medium,high,low,low,medium,very_low,very_high,2015
Montenegro,medium,high,high,high,high,high,high,very_low,very_high,2020
Morocco,very_low,low,,low,low,very_low,very_high,,,2010
Morocco,low,low,medium,medium,very_low,very_low,high,medium,very_low,2010
Morocco,low,low,very_low,medium,medium,very_low,high,medium,high,2010
Morocco,medium,low,very_low,medium,very_low,very_low,medium,high,medium,2010
Morocco,medium,low,very_low,medium,low,very_low,high,low,medium,2015
Morocco,medium,low,very_low,medium,high,very_low,low,medium,low,2015
Morocco,medium,low,very_low,medium,high,very_low,high,very_low,high,2015
Morocco,low,low,very_low,medium,medium,very_low,high,low,very_high,2015
Morocco,low,low,very_low,medium,medium,very_low,low,very_low,very_high,2015
Morocco,low,low,very_low,high,high,very_low,medium,very_low,medium,2020
Mozambique,low,very_low,high,very_low,low,high,low,low,high,2005
Mozambique,low,very_low,low,very_low,low,high,high,low,medium,2005
Mozambique,low,very_low,low,very_low,very_low,medium,high,low,medium,2005
Mozambique,low,very_low,medium,very_low,low,medium,low,very_low,medium,2010
Mozambique,low,very_low,very_low,very_low,high,high,very_low,very_low,very_high,2015
Mozambique,very_low,very_low,very_low,very_low,high,medium,low,low,very_high,2015
